Stress_Level,Sector,Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid
High,Healthcare,1,1,11.804.859.760.942.300,4.354.743.246.472.380,0,0,1,0,0,1,0,0,1
Low,IT,1,1,5.321.015.674.059.920,3.510.781.529.053.380,0,0,1,1,0,0,0,0,1
High,IT,1,0,7.755.880.609.261.950,2.896.111.015.494.910,1,0,1,0,0,1,0,0,1
High,Healthcare,1,0,4.546.327.703.959.690,32.122.249.650.933.000,0,0,0,0,0,0,0,0,1
High,Retail,0,1,1.119.914.024.414.110,5.048.777.877.302.610,0,0,0,0,1,0,0,1,1
High,Retail,0,1,880.256.483.235.441,5.173.625.057.463.170,0,0,0,1,0,0,0,1,1
Medium,Retail,1,1,8.273.946.179.197.330,22.933.085.030.972.900,1,1,1,1,1,0,1,1,1
Medium,Education,0,1,10.948.625.878.583.400,3.608.515.998.417.980,1,0,0,0,1,0,0,1,1
Low,Retail,1,1,8.294.844.882.845.220,28.706.171.963.464.900,1,0,0,0,0,1,0,1,1
Low,Retail,1,0,8.439.142.712.282.150,5.199.928.644.574.210,0,0,0,0,1,0,0,1,1
Low,IT,1,1,8.263.450.576.130.300,32.931.954.403.301.400,0,0,0,0,0,1,0,0,1
Medium,Retail,1,1,9.127.268.650.886.230,7.301.385.726.357.050,0,0,0,0,1,1,0,1,1
Medium,Retail,0,1,7.015.117.232.157.470,4.326.846.084.845.570,0,0,1,0,1,1,0,1,1
High,Education,1,1,75.714.253.852.733.300,5.772.994.681.334.830,1,0,1,0,0,0,0,1,1
Medium,Healthcare,1,1,9.620.669.256.914.890,2.478.083.759.794.950,1,0,0,1,1,1,0,1,1
Medium,Education,1,1,8.554.745.903.115.760,4.017.583.223.628.790,0,1,0,1,0,1,0,0,1
Medium,IT,1,1,7.771.512.171.795.740,4.924.259.647.555.330,1,0,0,0,0,1,0,1,1
High,Retail,1,1,5.198.955.217.938.570,24.500.496.372.672.900,1,0,0,1,1,1,0,1,1
High,IT,1,1,1.099.610.056.907.310,4.030.514.067.715.860,1,1,0,1,1,0,0,1,1
Medium,IT,1,1,6.677.091.780.098.450,5.577.788.548.300.800,0,0,1,1,0,1,0,1,1
Low,Education,1,0,9.974.474.476.838.510,35.088.249.881.147.700,0,1,1,0,1,1,1,1,1
Low,Healthcare,0,1,835.150.730.337.617,27.223.712.431.410.600,0,0,0,0,1,0,0,0,1
High,Retail,1,1,541.309.895.454.026,6.704.439.183.208.770,0,1,1,1,1,0,1,0,1
Medium,Education,1,0,1.050.455.095.506.120,2.242.382.047.530.550,0,0,0,1,0,1,0,1,1
High,IT,0,1,850.908.129.279.908,4.233.835.942.572.380,1,0,1,0,1,0,0,1,1
High,IT,1,1,10.670.690.713.474.000,293.758.549.249.479,0,0,1,0,1,1,0,1,1
Medium,Healthcare,1,1,76.351.825.985.281.600,25.947.486.417.136.700,1,0,0,1,1,1,0,0,1
High,Education,1,1,9.408.102.459.934.100,5.112.485.624.054.880,1,0,1,1,0,0,0,1,1
High,Retail,1,1,4.474.945.777.309.970,3.691.696.132.506.190,0,1,0,0,1,0,0,0,1
Medium,IT,0,0,69.995.682.728.124.800,4.608.829.698.129.540,0,0,1,1,1,1,0,0,1
Low,Retail,1,1,5.454.013.335.537.450,6.172.814.183.122.080,1,0,0,0,0,0,0,1,1
Medium,IT,1,1,7.250.432.299.923.210,475.467.967.294.309,1,0,0,0,0,1,0,0,1
Medium,Healthcare,1,1,894.362.347.901.229,29.191.061.322.755,1,1,0,0,0,1,0,0,1
High,Education,1,0,6.790.839.824.691.700,1.181.722.073.262.590,1,1,0,0,1,1,0,1,1
Medium,Education,1,0,9.727.684.187.277.560,6.827.109.332.180.760,1,1,1,0,0,1,0,1,1
Medium,Healthcare,0,1,6.286.774.712.899.970,490.152.028.974.194,1,0,1,0,1,1,0,1,1
Medium,Healthcare,1,0,9.770.473.227.299.950,4.340.916.119.019.390,0,0,0,1,0,0,0,1,1
Low,IT,1,1,10.619.514.331.748.000,5.874.128.274.609.790,1,0,0,0,1,0,0,1,1
Medium,Retail,1,1,10.027.052.270.181.900,4.371.353.922.082.800,1,0,0,0,0,0,0,1,1
Low,Education,1,1,7.311.621.896.340.450,28.020.789.847.845.900,0,0,0,0,1,0,1,1,1
Low,Retail,1,1,3.749.092.804.111.710,3.737.548.584.276.430,0,1,0,1,1,1,0,1,1
Medium,Retail,1,1,9.164.333.993.474.690,29.824.506.802.119.200,1,0,1,0,0,1,0,0,1
Medium,Healthcare,0,1,7.749.530.570.569.390,32.494.706.607.629.300,1,0,1,0,0,0,1,0,1
High,Healthcare,1,1,60.432.141.197.452.900,2.113.444.501.211.130,0,0,0,0,0,1,0,1,1
High,IT,1,1,6.887.441.870.259.170,25.449.691.362.995.200,1,0,1,1,0,1,1,0,1
Medium,IT,0,1,10.868.850.632.889.600,5.341.878.299.003.010,1,0,1,1,0,0,0,1,1
Low,Healthcare,1,1,5.725.319.598.779.690,44.981.131.582.048.700,1,1,0,0,0,1,0,1,1
Medium,Healthcare,1,1,8.936.618.351.242.420,32.454.804.212.027.300,1,0,0,0,1,0,0,1,1
Medium,IT,1,1,8.435.916.351.274.800,2.457.952.203.305.290,1,1,0,0,1,0,0,1,1
Medium,Education,1,1,7.285.224.670.673.530,33.919.045.317.881.000,0,0,0,1,1,0,1,1,1
Medium,Education,1,1,9.289.065.374.626.090,1.474.225.295.549.390,0,1,1,0,0,1,0,1,1
Low,IT,0,1,11.264.490.517.797.700,4.189.945.899.136.520,0,1,1,0,0,1,1,1,1
Medium,Education,1,0,7.408.056.992.227.600,5.418.207.222.988.840,0,1,0,0,0,1,1,0,1
Medium,Education,1,1,7.513.638.103.845.790,7.550.458.990.088.530,0,0,0,1,0,0,0,1,1
Medium,Retail,1,1,92.441.298.099.804,23.451.119.161.538.200,0,0,0,0,0,0,0,0,1
Medium,Retail,1,1,9.836.485.642.870.000,5.355.703.668.925.910,1,0,0,1,0,0,0,1,1
Low,Healthcare,1,1,774.458.558.570.273,29.391.828.314.531.800,0,1,0,1,1,1,1,0,1
Low,Retail,1,0,7.389.252.527.812.700,23.073.155.649.234.800,1,0,1,0,1,0,0,0,1
Medium,Education,0,1,3.564.706.958.560.470,2.306.652.806.716.030,0,0,0,1,0,1,0,1,1
Low,Healthcare,0,0,6.443.982.175.266.890,421.110.358.964.045,0,0,1,1,0,0,0,1,1
Medium,Education,1,1,57.213.766.558.648.900,26.038.095.644.600.900,0,0,1,0,0,1,0,1,1
Low,IT,1,1,9.369.249.992.623.780,30.897.313.430.597.700,0,0,1,1,1,1,0,1,1
Medium,Education,1,1,7.512.194.102.798.310,33.393.980.038.941.000,0,0,1,0,1,1,0,1,1
High,Healthcare,1,1,7.433.956.788.922.140,2.890.048.240.151.630,0,0,0,1,0,0,0,1,1
Medium,IT,0,1,7.981.887.472.754.030,2.781.123.170.951.280,1,1,1,1,0,0,0,1,1
Low,Healthcare,1,1,62.596.470.597.492,356.260.356.222.287,0,0,0,0,0,0,0,1,1
Medium,IT,1,1,11.106.494.373.377.500,4.130.429.935.167.800,0,0,1,1,0,1,0,0,1
Medium,IT,1,1,10.596.387.823.393.200,4.101.507.234.337.670,0,0,1,1,1,0,0,1,1
Medium,Education,1,1,11.236.213.566.095.300,28.039.827.253.967.300,1,0,1,0,0,0,1,1,1
Medium,Education,0,1,9.366.834.462.477.780,4.540.576.405.582.550,0,1,1,0,1,1,0,1,1
Medium,Healthcare,0,1,7.941.043.769.956.120,60.953.612.980.985.200,0,0,0,0,0,1,0,0,1
Low,IT,1,0,1.122.945.860.601.370,40.353.697.492.514.200,0,1,1,0,1,1,0,1,1
Medium,Healthcare,1,0,6.638.066.328.174.040,5.995.386.668.734.340,1,0,0,1,0,1,0,1,1
High,Retail,1,1,6.257.582.041.933.970,735.719.788.064.068,0,1,1,0,1,0,0,0,1
High,Education,0,1,6.796.976.970.460.280,779.578.703.368.041,0,0,1,1,1,1,0,1,1
Medium,IT,0,0,9.045.742.533.828.590,22.176.458.702.349.900,1,0,0,0,0,0,0,0,1
High,Healthcare,1,1,6.475.789.613.224.650,2.225.405.490.371.990,1,0,0,0,1,1,0,1,1
High,Healthcare,1,1,7.689.254.023.564.000,3.333.355.004.911.430,0,0,1,1,0,1,0,0,1
Medium,IT,1,1,4.796.289.412.230.440,4.193.072.801.889.760,0,0,0,1,1,1,0,1,1
Medium,Education,0,1,8.962.195.330.856.480,6.379.977.999.765.370,1,0,0,0,0,0,1,1,1
High,IT,1,1,4.965.793.265.633.780,49.408.618.316.364.300,0,0,0,1,0,1,1,0,1
High,Education,0,1,6.135.677.890.269.270,21.950.693.054.912.500,0,0,1,1,0,1,0,0,1
Medium,Healthcare,0,1,10.434.334.269.793.200,3.082.513.887.288.500,0,0,1,0,1,0,0,1,1
High,Healthcare,1,1,1.036.063.663.397.220,3.936.999.688.051.720,1,1,0,0,0,1,0,0,1
Low,IT,0,1,8.748.626.179.092.990,17.662.600.327.817.500,0,0,0,1,1,0,0,0,1
Medium,Retail,0,0,855.132.716.347.046,4.020.502.686.311.370,0,0,1,1,0,0,0,0,1
Low,Retail,1,1,69.380.807.056.914.800,22.173.466.134.111.300,0,0,0,1,1,1,0,0,1
Low,Healthcare,1,1,6.454.192.672.515.590,15.239.182.996.639.400,0,0,0,1,1,1,0,1,1
Low,IT,1,1,7.275.516.604.485.240,25.795.220.807.955.700,1,0,0,0,0,1,0,1,1
Medium,Retail,1,1,49.726.916.510.753.600,4.616.531.582.338.500,0,0,1,0,1,0,0,1,1
Medium,Retail,0,1,8.504.897.109.907.320,4.606.173.566.479.770,0,0,0,0,0,1,0,0,1
Low,Healthcare,0,1,809.766.224.961.682,414.498.087.503.116,0,0,1,0,1,0,0,1,1
Medium,Healthcare,1,0,6.133.157.466.579.460,5.487.420.490.811.310,1,0,0,1,1,1,0,0,1
Medium,IT,1,1,11.137.363.837.682.700,5.328.374.851.320.150,0,0,1,0,1,1,0,1,1
Medium,Healthcare,1,0,9.213.827.420.574.090,4.306.572.013.105.410,1,0,0,0,1,1,0,1,1
Low,IT,0,0,9.383.683.608.017.710,4.099.572.775.038.550,0,0,0,0,1,0,1,1,1
Low,Retail,1,1,7.025.320.147.921.660,41.943.200.578.301.400,1,0,1,1,1,1,1,1,1
Medium,Education,0,0,7.997.339.843.947.350,3.778.532.230.094.370,0,0,1,0,0,0,1,1,1
Medium,Retail,1,1,9.254.745.340.374.840,7.384.859.100.584.860,0,0,0,0,1,1,0,1,1
Medium,Retail,1,1,8.305.564.734.200.470,5.703.227.267.229.720,1,0,0,0,1,0,0,0,1
Low,Retail,1,1,11.203.801.569.539.700,4.596.284.247.840.510,0,0,0,0,0,0,1,1,1
High,IT,1,0,75.924.248.611.664.900,21.755.088.312.594.000,1,0,0,1,1,1,0,0,1
Medium,Retail,1,1,6.990.878.935.527.770,6.141.724.928.908.650,0,0,0,1,0,1,0,1,1
High,Healthcare,1,1,9.268.505.752.942.850,3.115.030.197.680.840,1,0,1,0,0,1,0,0,1
Low,Healthcare,1,1,5.470.705.455.426.970,38.383.464.960.120.600,0,1,0,0,0,1,0,1,1
Medium,Retail,0,1,9.848.593.864.616.220,553.536.339.335.238,0,0,0,0,1,0,1,0,1
Medium,IT,1,1,5.398.576.398.816.030,4.330.209.037.584.380,0,0,1,0,1,0,0,1,1
High,Healthcare,0,1,92.771.693.321.171,6.003.063.762.873.840,0,0,1,0,0,1,0,1,1
Medium,Retail,1,1,6.703.452.891.654.670,34.718.477.514.358.100,0,0,1,0,0,1,0,0,1
Medium,IT,1,0,8.953.168.293.966.780,6.536.759.816.920.500,0,0,1,0,1,0,0,1,1
Medium,Retail,1,1,9.814.685.892.122.030,28.332.956.502.512.100,1,0,0,0,1,1,0,1,1
High,Education,0,1,8.306.842.391.007.830,5.976.433.493.964.420,1,0,0,0,1,1,0,1,1
Medium,IT,0,1,560.075.809.671.864,6.023.361.716.509.030,0,1,1,0,1,0,0,1,1
Low,Retail,1,1,6.206.449.510.985.690,23.497.119.229.987.700,1,1,0,0,1,1,0,1,1
Medium,Retail,1,0,6.542.681.717.932.430,44.469.492.077.339.700,0,0,0,1,1,1,0,1,1
Medium,Education,1,1,4.209.986.212.804.450,33.993.318.607.853.300,1,1,1,0,1,0,1,1,1
Low,Education,1,1,10.254.955.717.463.800,3.887.877.070.146.150,0,1,0,0,0,1,1,1,1
High,Healthcare,1,1,8.220.215.171.512.650,4.062.476.380.241.060,0,0,1,0,0,0,0,1,1
Medium,IT,1,1,572.896.390.962.201,2.213.646.087.809.410,1,0,0,1,0,1,0,1,1
Medium,Healthcare,0,0,10.911.349.714.916.700,23.261.055.776.911.400,0,0,0,1,1,1,0,1,1
High,Healthcare,0,1,65.973.437.997.236.700,4.348.183.073.212.630,1,0,0,0,1,1,1,1,1
Medium,Retail,0,0,8.501.144.978.149.740,300.050.057.226.733,1,1,0,0,1,0,1,1,1
High,Retail,1,1,6.349.458.909.607.590,60.115.507.884.417.500,1,0,1,1,0,0,0,1,1
Medium,Education,1,1,39.634.796.933.419.400,37.120.792.668.508.200,1,0,0,0,1,0,0,1,1
Medium,Healthcare,1,1,5.271.118.882.297.470,5.078.126.864.660.240,0,0,1,1,0,1,1,0,1
Low,Healthcare,1,0,7.103.019.138.267.130,4.664.277.503.960.660,1,1,1,0,1,1,1,1,1
High,Retail,1,1,9.796.593.742.412.090,3.098.258.414.240.970,0,1,1,0,1,1,0,1,1
High,Healthcare,0,1,8.693.066.293.638.490,10.295.068.195.714.400,1,0,1,1,1,0,0,1,1
Low,Healthcare,0,1,828.041.025.234.249,5.777.412.051.431.570,0,0,0,1,0,1,1,1,1
High,Healthcare,1,1,3.979.944.754.510.230,2.531.636.384.954.280,0,0,1,0,0,0,0,1,1
Medium,Retail,1,1,1.054.017.229.536.010,33.943.629.167.818.800,1,1,1,1,0,1,0,1,1
Medium,Retail,1,0,8.447.359.392.991.110,3.773.736.337.650.130,1,1,1,0,1,1,0,1,1
High,Retail,1,1,776.116.466.021.568,39.234.826.478.444.700,1,0,0,0,1,1,1,1,1
Low,IT,0,1,10.264.846.219.977.700,5.442.937.993.808.520,0,0,0,1,0,1,1,1,1
Medium,Retail,1,0,10.494.993.447.136.500,4.008.736.086.884.910,0,1,1,0,0,1,0,1,1
High,Healthcare,0,1,10.309.180.495.218.300,3.808.968.864.611.000,1,0,0,1,1,1,0,1,1
Medium,Education,1,1,75.058.270.065.934.200,5.527.683.934.817.510,0,1,0,1,1,1,1,1,1
Medium,IT,1,1,5.993.046.878.431.600,4.900.978.557.830.170,1,0,0,0,0,0,0,1,1
High,Education,1,0,9.977.845.834.284.140,28.966.443.310.290.100,1,0,0,1,0,1,1,0,1
Low,Retail,1,1,5.269.891.113.859.160,22.792.669.337.817.500,1,0,0,0,1,0,0,0,1
Medium,Retail,0,1,11.894.513.477.328.500,2.764.450.337.200.120,1,1,0,1,1,0,0,0,1
High,Education,1,1,8.055.999.090.389.120,39.261.703.747.176.700,1,0,0,0,0,0,1,1,1
Medium,Education,1,1,5.878.231.488.600.830,21.309.193.372.443.600,0,0,0,0,1,1,0,1,1
Medium,Education,1,0,5.536.262.891.686.770,4.136.129.570.743.700,1,0,0,1,0,1,1,1,1
Medium,IT,1,1,5.444.790.351.887.880,38.062.025.353.144.800,0,0,0,0,1,0,1,1,1
High,Retail,1,1,8.280.725.813.441.680,18.622.145.153.415.600,0,0,1,0,1,1,0,1,1
High,Education,1,1,7.987.215.359.880.420,18.907.372.205.990.500,1,0,0,0,1,0,0,0,1
Low,Healthcare,1,1,5.528.155.652.981.610,-32.862.536.552.623.000,1,0,0,1,0,0,0,0,1
Medium,Education,1,1,7.287.088.426.888.190,3.484.145.408.433.530,1,1,0,0,1,1,0,1,1
High,IT,0,1,5.264.129.227.817.310,5.611.020.468.019.000,0,0,1,0,1,0,0,1,1
High,Healthcare,1,1,9.178.603.611.888.340,11.640.130.668.579.900,1,0,0,1,1,1,0,1,1
Medium,Retail,1,1,78.908.134.677.745.700,2.016.569.770.309.950,1,0,0,0,0,1,1,1,1
Medium,IT,1,0,7.243.194.988.165.100,37.543.931.990.902.200,1,0,0,0,0,0,0,1,1
Medium,Healthcare,1,1,5.423.778.539.864.940,24.043.704.567.198.500,0,0,0,1,0,1,0,1,1
High,Healthcare,1,1,7.399.688.799.554.460,2.396.990.849.399.810,1,0,1,1,0,1,0,0,1
High,Healthcare,0,1,7.170.544.237.307.340,48.123.911.592.597.300,1,0,1,0,1,0,0,1,1
Medium,Retail,1,1,8.635.453.402.419.190,3.257.656.833.140.610,1,0,1,1,0,1,0,1,1
Low,IT,1,1,833.403.595.623.392,17.699.126.689.030.200,0,1,0,0,1,1,0,1,1
Low,Education,1,1,9.584.120.204.158.680,8.684.261.649.143.490,0,0,0,1,0,1,0,1,1
High,IT,0,1,7.030.846.912.989.870,7.312.611.655.095.590,0,0,1,0,0,1,0,1,1
Medium,Education,1,1,4.279.176.995.607.010,5.692.463.581.844.000,0,0,0,0,1,0,0,1,1
High,Healthcare,1,1,9.982.185.753.196.080,3.322.549.980.906.970,0,1,0,1,0,1,0,0,1
Medium,Healthcare,1,1,6.127.934.973.903.630,4.131.787.017.495.900,1,0,0,1,0,1,0,1,1
High,Healthcare,1,1,5.786.165.893.969.480,32.672.034.068.545.100,1,0,0,0,1,0,0,1,1
Medium,Healthcare,1,1,7.913.766.909.772.490,4.765.685.096.186.870,0,1,0,0,0,1,0,1,1
Medium,Education,1,1,8.604.541.025.909.030,2.718.678.448.423.170,0,0,1,0,1,1,0,1,1
High,Retail,1,1,6.938.327.188.570.630,31.852.401.752.847.600,0,0,0,1,1,0,1,1,1
Medium,Retail,0,1,6.922.614.637.063.740,4.683.101.260.291.740,0,0,1,0,0,1,0,1,1
Low,Education,0,1,7.217.947.364.468.880,6.180.788.656.669.610,1,0,0,0,0,1,0,1,1
Low,Healthcare,1,1,10.833.080.701.986.200,5.112.122.641.993.150,0,0,0,0,0,0,1,1,1
Medium,Retail,1,1,79.946.438.248.837.300,5.850.870.816.386.390,1,0,1,0,0,0,0,1,1
High,IT,1,1,6.064.074.321.076.400,3.531.373.993.733.230,0,1,0,0,0,0,0,1,1
Medium,IT,1,1,60.844.332.861.940.600,3.065.484.388.934.580,1,1,0,1,0,1,1,1,1
High,Education,1,1,7.498.231.640.835.260,10.924.282.913.771.100,1,1,0,1,0,1,0,0,1
Low,Education,1,1,8.475.715.868.056.010,4.108.297.536.011.920,0,0,0,0,0,1,0,1,1
Low,Healthcare,1,1,8.967.960.323.932.380,45.685.705.470.346.600,1,0,1,1,0,1,1,1,1
High,Healthcare,1,1,824.831.720.769.443,35.499.919.064.091.900,0,1,0,0,1,1,0,1,1
High,Healthcare,1,1,6.316.253.298.165.820,2.834.948.010.850.390,0,0,0,1,1,1,0,1,1
Low,IT,1,1,7.152.117.400.878.430,5.865.105.159.764.690,1,1,0,0,0,1,0,0,1
Medium,Education,1,1,9.467.815.763.729.240,4.947.706.415.794.980,1,0,0,1,0,1,0,1,1
Medium,Retail,1,1,5.707.816.079.093.800,5.969.238.175.778.510,1,1,1,1,1,0,0,0,1
Low,IT,1,1,7.068.493.213.845.070,25.696.313.574.756.900,0,1,1,0,0,1,0,0,1
High,Education,1,1,9.194.925.715.762.700,2.937.648.810.177.960,0,0,1,0,0,0,0,0,1
Medium,Healthcare,0,1,9.750.562.853.270.350,5.804.765.864.877.390,0,0,0,0,0,1,0,0,1
Medium,IT,1,1,7.614.169.257.817.230,39.289.793.803.663.100,0,1,1,0,1,0,0,0,1
Low,IT,0,1,71.775.863.788.583.600,31.463.438.324.821.600,0,0,1,0,1,0,0,1,1
Low,Education,0,1,5.355.764.117.112.510,32.507.274.643.557.400,1,0,1,0,1,1,1,1,1
Medium,IT,1,0,905.127.984.545.419,3.983.379.210.798.540,1,1,1,1,0,0,0,0,1
Low,IT,0,1,10.637.559.370.293.500,5.504.427.723.753.110,1,1,1,0,0,1,0,0,1
Medium,Retail,1,0,13.130.308.117.199.300,37.592.307.218.626.100,1,0,1,0,1,1,0,1,1
High,Retail,1,1,8.772.892.367.036.090,5.185.799.245.266.660,0,0,0,0,1,0,0,1,1
Low,Healthcare,1,1,7.898.240.696.712.030,4.701.066.665.269.070,0,0,0,0,0,1,1,1,1
Medium,Healthcare,1,1,6.160.378.773.698.180,26.824.914.397.285.300,0,0,1,0,1,0,0,1,1
High,Retail,0,1,4.242.286.172.513.700,2.681.305.948.019.310,0,0,0,0,0,0,1,1,1
Medium,Retail,0,1,8.353.918.499.479.660,33.246.001.121.027.800,1,0,0,1,0,0,0,1,1
High,Retail,1,1,12.700.678.240.308.600,19.947.435.180.065.900,1,0,0,0,1,0,0,1,1
Low,IT,1,0,10.541.624.459.313.800,32.287.917.163.009.100,1,0,0,1,1,1,0,1,1
Medium,Retail,1,0,10.233.128.538.227.500,6.270.150.125.097.070,0,0,0,0,1,0,0,1,1
Medium,Retail,1,1,849.120.563.411.583,3.952.914.496.258.940,1,1,1,1,1,1,0,1,1
High,Retail,1,0,8.719.046.320.560.640,285.032.100.086.882,0,0,1,0,0,1,0,0,1
Medium,Healthcare,0,1,3.152.505.363.444.040,6.873.616.977.730.710,1,1,0,1,0,0,1,1,1
Medium,Education,1,1,9.525.021.161.527.990,26.040.740.204.106.900,1,1,0,1,0,1,0,1,1
High,Education,1,1,6.841.318.860.848.360,25.571.755.497.919.100,0,0,0,0,1,1,0,1,1
High,IT,0,1,6.596.545.306.808.220,5.844.228.522.710.040,0,0,0,1,1,0,0,0,1
High,Retail,1,1,7.353.486.093.902.780,4.991.977.089.400.470,1,1,1,0,0,1,0,1,1
Medium,Education,0,0,7.285.991.021.097.970,38.049.117.212.104.200,1,1,1,1,1,1,1,1,1
Medium,Retail,1,1,6.564.728.816.056.670,5.247.863.349.983.740,0,1,0,0,1,1,0,1,1
Medium,Education,1,0,8.027.744.144.351.950,4.450.900.001.843.750,1,0,0,0,1,1,0,1,1
Medium,Retail,0,1,6.883.444.807.583.890,22.207.113.763.917.600,1,0,1,1,0,1,0,1,1
Medium,IT,1,1,8.200.645.911.512.290,4.036.229.394.785.410,0,1,0,0,1,1,0,1,1
High,Retail,0,0,50.256.443.708.999.300,3.148.982.272.439.060,0,1,0,1,1,1,0,0,1
Medium,IT,1,1,75.718.844.587.359.600,5.627.387.253.847.410,0,0,1,1,0,0,1,1,1
High,Education,0,0,5.807.408.820.627.490,3.357.294.867.480.070,0,0,1,1,0,1,1,1,1
Low,Retail,1,1,6.717.101.363.004.260,4.690.145.797.523.860,0,0,0,1,1,1,0,1,1
Medium,IT,1,1,8.286.797.686.067.060,42.767.281.726.676.000,0,0,0,0,0,0,0,1,1
Medium,Education,1,1,47.920.047.704.900.800,14.597.495.580.784.000,0,0,0,1,0,0,0,0,1
Medium,Retail,1,1,6.355.185.245.455.720,3.390.406.459.440.520,0,0,1,0,0,1,0,0,1
Low,Healthcare,1,1,9.137.928.769.672.660,4.538.318.995.669.860,1,0,0,0,0,1,0,0,1
Low,IT,1,1,5.173.644.316.268.390,281.928.061.674.345,1,0,0,0,0,0,1,1,1
High,Retail,1,1,11.555.734.280.557.600,3.456.192.764.458.070,0,1,1,0,1,1,1,1,1
High,Healthcare,1,0,10.408.815.912.261.200,4.587.620.638.145.660,1,0,1,0,0,0,1,1,1
Low,Healthcare,1,0,7.010.945.831.095.440,41.089.449.987.144.600,0,1,0,0,1,1,0,0,1
Medium,Retail,0,1,6.425.580.624.429.870,5.570.364.611.387.070,1,0,1,0,1,0,1,1,1
Medium,Healthcare,1,1,8.403.879.806.670.960,4.575.506.369.745.210,1,1,1,1,0,1,0,1,1
Medium,Education,0,1,5.105.075.485.945.680,25.662.250.023.969.700,0,1,0,0,1,1,0,1,1
Medium,IT,1,1,39.957.145.503.351.300,3.283.679.929.105.690,1,1,1,1,0,1,0,0,1
High,IT,1,1,7.081.329.751.894.860,40.304.444.263.394.100,1,1,0,0,0,1,1,1,1
High,Education,1,0,7.731.902.466.995.610,6.007.622.614.771.060,0,0,0,0,1,1,1,1,1
Low,Retail,0,1,818.885.444.870.706,32.897.115.545.765.400,1,1,0,0,0,0,1,1,1
Medium,IT,0,1,6.770.518.767.764.230,14.011.467.964.029.500,1,0,1,1,1,1,1,1,1
Low,IT,1,1,10.547.893.458.949.800,4.660.850.355.236.780,1,1,0,1,0,0,1,0,1
Medium,Education,1,1,5.009.720.683.032.230,28.666.026.274.840.000,0,0,0,0,1,1,0,0,1
High,Retail,1,1,5.723.475.730.083.800,20.720.480.206.375.400,1,0,1,0,1,1,0,0,1
Medium,Education,1,1,8.973.271.912.289.620,4.028.204.519.238.750,1,1,1,1,1,1,0,0,1
Medium,Healthcare,1,1,5.676.705.228.725.710,5.459.301.462.712.450,1,1,0,0,1,1,1,1,1
High,Retail,1,0,5.599.359.095.605.360,31.391.791.905.084.700,0,0,1,0,1,0,0,1,1
High,IT,0,0,8.246.709.584.414.320,4.744.860.830.773.940,0,1,0,1,0,1,1,0,1
Medium,Retail,1,1,5.892.954.759.367.930,5.022.870.494.563.640,0,0,0,0,0,0,0,0,1
Medium,Healthcare,0,1,7.733.831.144.158.620,5.187.694.740.499.940,0,0,0,0,0,1,0,1,1
High,Healthcare,1,0,6.600.286.880.684.480,29.015.915.355.720.900,0,1,0,1,1,0,0,1,1
Low,Healthcare,0,1,6.276.672.593.254.520,2.318.376.913.099.920,0,0,1,1,1,1,0,1,1
Low,Healthcare,1,1,37.953.892.173.101.100,25.228.703.425.621.000,1,0,0,0,1,1,0,0,1
High,Healthcare,0,0,8.279.126.305.642.670,5.186.462.008.183.700,1,1,0,0,1,1,0,1,1
Low,Healthcare,0,1,5.505.620.015.774.140,5.001.089.732.006.210,1,0,1,1,1,0,0,1,1
Medium,Retail,1,1,76.635.155.929.389.600,25.642.740.989.494.900,1,0,1,1,0,1,1,1,1
Medium,Retail,0,1,697.579.020.330.287,7.198.966.039.515.450,1,0,0,1,0,1,1,1,1
High,Education,0,1,7.586.983.882.600.230,2.385.454.050.119.250,0,0,1,1,0,1,0,1,1
High,IT,1,1,7.700.649.251.973.470,5.499.196.127.051.080,1,1,0,1,1,0,0,0,1
High,Education,0,1,8.387.256.501.836.520,6.279.498.158.807.810,1,0,0,1,0,1,0,1,1
Low,Education,0,1,65.444.813.970.171.100,4.164.636.408.990.040,0,1,0,1,0,1,0,1,1
Medium,IT,1,1,10.485.392.958.546.700,28.454.142.346.287.500,0,0,0,1,0,0,0,0,1
Medium,Retail,1,1,4.305.199.878.288.840,28.781.829.588.274.800,0,0,1,0,1,1,1,1,1
High,Retail,1,1,7.546.817.762.945.540,3.606.864.699.455.680,1,0,1,0,1,1,0,1,1
Medium,Healthcare,1,1,9.672.461.952.821.730,562.130.616.710.205,0,0,1,0,1,0,0,1,1
Low,IT,1,0,8.953.545.106.005.200,22.001.862.809.502.200,1,0,0,1,1,0,0,1,1
Medium,Retail,0,1,6.050.328.846.942.800,12.418.509.513.808.300,0,1,0,0,1,1,0,0,1
Medium,IT,1,1,6.383.509.014.023.950,4.543.082.485.853.950,1,0,1,1,0,0,0,1,1
Medium,IT,1,1,5.986.414.881.346.790,487.241.912.688.862,1,0,0,0,1,1,0,1,1
Medium,Education,1,1,9.198.455.261.328.770,6.951.954.170.198.900,1,0,0,1,0,1,1,0,1
Low,Education,1,1,6.520.152.542.968.980,19.265.215.370.999.000,1,1,0,0,0,0,0,1,1
High,IT,0,1,85.102.461.762.469,37.977.900.820.566.400,0,0,0,1,0,1,1,1,1
